min_temp_C,max_temp_C,min_pH,max_pH,water_req_mm_day,rainfall_min_mm,rainfall_max_mm,moisture_min_percent,moisture_max_percent,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,SOC_percent,growth_duration_days,temp_range,optimal_temp,pH_range,avg_rainfall,npk_total,crop_type_encoded,target
-0.8106259796630008,-0.6682204508363092,-0.6751980543318977,-0.5310691090548089,0.2266182018541856,-0.27172307921468314,-0.17867617460150081,0.12212862011846072,-0.11596590176067884,0.3099350376556007,0.2769761892252734,0.852029236900477,-0.281961456864346,-0.38028375804900244,0.15359017782399817,-0.8079983718849206,0.10233961877089344,-0.21382083988801326,0.5809445930265972,-1.7371607346765785,3
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.927511632522569,-0.793431391306875,-0.8487118293571292,-0.8158191823913159,-0.6726022302119347,-1.384229438639782,-0.28517421596767023,-1.0801315522911559,-0.663205116849941,-0.38028375804900244,-0.3925082322168842,-1.0503978834503969,0.10233961877089344,-0.8440296311368944,-1.1839503731301537,0.5339910429550571,3
-0.8106259796630008,-1.1060986984833108,-0.6751980543318977,-1.4648169931072206,-0.3504467153341917,-0.532577235260779,-0.5806975674548779,-0.8158191823913159,-0.6726022302119347,-0.9606883195659363,0.2769761892252734,-0.8654470201587523,-0.281961456864346,-0.635400744580828,-0.3925082322168842,-1.0503978834503969,-1.1257358064798257,-0.5739401491730882,-0.7917514917619868,0.5339910429550571,3
-0.8106259796630008,-1.1060986984833108,2.431144432051281,2.270174543102426,-1.2160440911167576,-1.0542855473529709,-0.9827189603082549,-1.2847930836462043,-1.2292385586631907,-0.9606883195659363,-0.8473246211606138,-0.6507624880263486,-1.044448776835536,-0.38028375804900244,-0.3925082322168842,-1.0503978834503969,0.10233961877089344,-1.024089285779432,-0.8898012121040285,0.8584412969024336,3
0.31070102390541565,0.42647516828119436,1.3956969365902216,1.3364266590500145,-0.927511632522569,-0.793431391306875,-0.7147046984060035,-2.222740886155981,-2.342511215565702,-0.11360608141824496,-0.8473246211606138,-1.0801315522911559,-1.044448776835536,-0.805478735602045,0.15359017782399817,0.40399918594246076,0.10233961877089344,-0.7539998038156257,-0.6937017714199452,-1.412710480729202,0
0.31070102390541565,1.0832925397516966,-0.6751980543318977,-0.5310691090548089,0.8036831190425628,1.0325477010157964,0.8933808730075047,1.0600764226282373,0.9973067551418329,1.3687878353402148,1.4012769996111607,0.852029236900477,0.4805258631068444,1.703171631960906,0.9727377928853218,0.7675984532906752,0.10233961877089344,0.9565669152884804,1.267292635420889,-0.763809972834449,2
0.31070102390541565,-0.01140307936580707,-0.6751980543318977,-0.5310691090548089,-0.061914256740003046,0.5108393889236046,0.08933808730075056,0.12212862011846072,0.44067042669057704,-0.9606883195659363,-0.28517421596767023,-0.6507624880263486,-0.281961456864346,-0.46532275355961095,-0.3925082322168842,0.16159967437698447,0.10233961877089344,0.23632829671833044,-0.7917514917619868,-0.11490946493969595,0
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,-0.5310691090548089,-0.6389791739283803,-0.663004313283827,-0.7147046984060035,0.5911025213733491,0.44067042669057704,0.3099350376556007,-0.28517421596767023,-0.006708891629137615,0.09928220312124901,-1.0180762243785662,-0.3925082322168842,-1.0503978834503969,-1.1257358064798257,-0.7089848901549913,0.09069599131638859,1.1828915508498101,3
2.104824229614882,1.7401099112221987,2.431144432051281,2.270174543102426,-1.2160440911167576,-0.793431391306875,-0.8487118293571292,-2.222740886155981,-2.342511215565702,-1.384229438639782,-1.4094750263535574,-1.1874738183573579,-1.044448776835536,-0.7629592378467407,-0.3925082322168842,2.1007957669007946,0.10233961877089344,-0.8440296311368944,-1.429074673985258,0.5339910429550571,0
-0.8106259796630008,-1.1060986984833108,-1.7106455497929574,-1.4648169931072206,0.8036831190425628,2.3368184812462762,3.1715020991766414,1.5290503238831257,1.5539430835930887,-0.11360608141824496,0.2769761892252734,0.852029236900477,5.0554497829339855,1.703171631960906,-0.3925082322168842,-1.0503978834503969,0.10233961877089344,2.937223116356393,0.3848451523425137,0.8584412969024336,2
1.432028027473832,0.42647516828119436,0.36024944112916196,0.40267877499760285,-0.6389791739283803,-0.532577235260779,-0.17867617460150081,-1.7537669849010924,-1.7858748871144465,-0.11360608141824496,-0.8473246211606138,-0.8654470201587523,-0.663205116849941,-0.5503617490702194,-1.2116558472782077,1.0099979648561515,0.10233961877089344,-0.303850667209282,-0.5956520510779034,-1.412710480729202,0
-1.4834221818040505,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.6389791739283803,-0.532577235260779,-0.7147046984060035,0.12212862011846072,-0.11596590176067884,-1.1724588791028592,0.2769761892252734,-0.43607795589394494,-0.281961456864346,-0.635400744580828,0.42663938284443936,-1.4139971507986113,0.10233961877089344,-0.663969976494357,-0.6937017714199452,1.1828915508498101,3
0.31070102390541565,1.0832925397516966,-0.6751980543318977,0.40267877499760285,0.5151506604483742,1.0325477010157964,1.161395134909756,1.5290503238831257,1.5539430835930887,0.7334761567294463,0.2769761892252734,0.852029236900477,0.4805258631068444,0.6401841880782997,0.9727377928853218,0.7675984532906752,1.3304150440216125,1.1366265699310178,0.7770440337106805,0.8584412969024336,0
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.6389791739283803,-0.532577235260779,-0.7147046984060035,-0.8158191823913159,-0.6726022302119347,-0.7489177600290134,-0.8473246211606138,-0.8654470201587523,-0.663205116849941,-0.38028375804900244,-0.3925082322168842,-1.0503978834503969,0.10233961877089344,-0.663969976494357,-0.8898012121040285,-0.11490946493969595,3
