min_temp_C,max_temp_C,min_pH,max_pH,rainfall_min_mm,rainfall_max_mm,moisture_min_percent,moisture_max_percent,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,SOC_percent,optimal_temp,optimal_pH,avg_rainfall,avg_moisture,npk_total,soil_type_encoded,season_encoded,target
0.31070102390541565,-0.01140307936580707,-0.6751980543318977,-1.4648169931072206,-0.27172307921468314,-0.17867617460150081,0.5911025213733491,0.44067042669057704,0.3099350376556007,0.2769761892252734,0.42266017263566974,0.09928220312124901,0.16159967437698447,-1.1877247484623144,-0.21382083988801326,0.5257110463790066,0.3848451523425137,1.3659009380570382,-1.2594565161588016,12
-0.8106259796630008,1.0832925397516966,0.36024944112916196,0.40267877499760285,-0.010868923168587232,0.08933808730075056,0.5911025213733491,0.44067042669057704,1.3687878353402148,1.4012769996111607,0.852029236900477,-0.281961456864346,0.16159967437698447,0.4167064314492561,0.05626864207579296,0.5257110463790066,1.267292635420889,1.155762332202109,0.1972642736152339,63
2.104824229614882,1.7401099112221987,2.431144432051281,2.270174543102426,-0.793431391306875,-0.8487118293571292,-2.222740886155981,-2.342511215565702,-1.384229438639782,-1.4094750263535574,-1.1874738183573579,-1.044448776835536,2.1007957669007946,2.555948004664683,-0.8440296311368944,-2.292313648931813,-1.429074673985258,1.155762332202109,-1.2594565161588016,56
1.432028027473832,1.0832925397516966,1.3956969365902216,1.3364266590500145,-0.532577235260779,-0.5806975674548779,-0.8158191823913159,-0.6726022302119347,0.3099350376556007,-0.28517421596767023,0.42266017263566974,-0.663205116849941,1.373597232204366,1.4863272180569698,-0.5739401491730882,-0.755209269671366,0.28679543200047203,1.155762332202109,0.1972642736152339,68
1.6562934281875152,0.6454142921046951,0.36024944112916196,1.3364266590500145,-0.532577235260779,-0.17867617460150081,-1.7537669849010924,-1.7858748871144465,-0.11360608141824496,-0.8473246211606138,-1.0801315522911559,-0.663205116849941,1.2523974764216277,0.9515168247531129,-0.303850667209282,-1.779945522511664,-0.6937017714199452,1.155762332202109,-1.2594565161588016,80
1.432028027473832,1.0832925397516966,0.36024944112916196,0.40267877499760285,-0.010868923168587232,-0.31268330555262647,-0.3468452811364276,-0.11596590176067884,-1.384229438639782,-0.8473246211606138,-1.0801315522911559,-0.663205116849941,1.373597232204366,0.4167064314492561,-0.21382083988801326,-0.24284114325121697,-1.2820000934721953,-0.3152079087823934,1.6539850633892692,55
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,-0.5310691090548089,-0.793431391306875,-0.8487118293571292,1.0600764226282373,0.9973067551418329,0.7334761567294463,0.2769761892252734,0.20797564050326606,0.4805258631068444,-1.0503978834503969,-0.1181039618546007,-0.8440296311368944,1.0380791727991556,0.48289487268455544,-0.3152079087823934,0.9256246685022517,19
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.793431391306875,-0.8487118293571292,-0.8158191823913159,-0.6726022302119347,-1.384229438639782,-0.28517421596767023,-1.0801315522911559,-0.663205116849941,-1.0503978834503969,0.4167064314492561,-0.8440296311368944,-0.755209269671366,-1.1839503731301537,-0.3152079087823934,0.9256246685022517,54
0.31070102390541565,0.42647516828119436,0.36024944112916196,-0.5310691090548089,-0.27172307921468314,-0.4466904365037522,0.5911025213733491,0.44067042669057704,-0.11360608141824496,0.2769761892252734,0.42266017263566974,0.09928220312124901,0.40399918594246076,-0.1181039618546007,-0.39388049453055074,0.5257110463790066,0.1887457116584303,-0.3152079087823934,-1.2594565161588016,71
-1.4834221818040505,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.532577235260779,-0.4466904365037522,0.12212862011846072,-0.11596590176067884,0.3099350376556007,-0.28517421596767023,-0.006708891629137615,-0.281961456864346,-1.4139971507986113,0.4167064314492561,-0.4839103218518195,0.013342919958857563,0.09069599131638859,-0.3152079087823934,0.9256246685022517,35
