min_temp_C,max_temp_C,min_pH,max_pH,rainfall_min_mm,rainfall_max_mm,moisture_min_percent,moisture_max_percent,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,SOC_percent,growth_duration_days,temp_range,optimal_temp,avg_rainfall,crop_type_encoded,season_encoded,soil_type_encoded,target
0.31070102390541565,-0.01140307936580707,-0.6751980543318977,-1.4648169931072206,-0.27172307921468314,-0.17867617460150081,0.5911025213733491,0.44067042669057704,0.3099350376556007,0.2769761892252734,0.42266017263566974,0.09928220312124901,-0.38028375804900244,-0.3925082322168842,0.16159967437698447,-0.21382083988801326,1.1828915508498101,-1.2594565161588016,1.3659009380570382,0.2
-0.8106259796630008,1.0832925397516966,0.36024944112916196,0.40267877499760285,-0.010868923168587232,0.08933808730075056,0.5911025213733491,0.44067042669057704,1.3687878353402148,1.4012769996111607,0.852029236900477,-0.281961456864346,1.703171631960906,2.337983817987528,0.16159967437698447,0.05626864207579296,-0.763809972834449,0.1972642736152339,1.155762332202109,0.2
2.104824229614882,1.7401099112221987,2.431144432051281,2.270174543102426,-0.793431391306875,-0.8487118293571292,-2.222740886155981,-2.342511215565702,-1.384229438639782,-1.4094750263535574,-1.1874738183573579,-1.044448776835536,-0.7629592378467407,-0.3925082322168842,2.1007957669007946,-0.8440296311368944,0.5339910429550571,-1.2594565161588016,1.155762332202109,0.0
1.432028027473832,1.0832925397516966,1.3956969365902216,1.3364266590500145,-0.532577235260779,-0.5806975674548779,-0.8158191823913159,-0.6726022302119347,0.3099350376556007,-0.28517421596767023,0.42266017263566974,-0.663205116849941,1.703171631960906,-0.3925082322168842,1.373597232204366,-0.5739401491730882,-0.763809972834449,0.1972642736152339,1.155762332202109,0.12
1.6562934281875152,0.6454142921046951,0.36024944112916196,1.3364266590500145,-0.532577235260779,-0.17867617460150081,-1.7537669849010924,-1.7858748871144465,-0.11360608141824496,-0.8473246211606138,-1.0801315522911559,-0.663205116849941,-0.5503617490702194,-1.2116558472782077,1.2523974764216277,-0.303850667209282,-1.412710480729202,-1.2594565161588016,1.155762332202109,0.08000000000000002
1.432028027473832,1.0832925397516966,0.36024944112916196,0.40267877499760285,-0.010868923168587232,-0.31268330555262647,-0.3468452811364276,-0.11596590176067884,-1.384229438639782,-0.8473246211606138,-1.0801315522911559,-0.663205116849941,-0.8905177311126534,-0.3925082322168842,1.373597232204366,-0.21382083988801326,0.5339910429550571,1.6539850633892692,-0.3152079087823934,0.08000000000000002
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,-0.5310691090548089,-0.793431391306875,-0.8487118293571292,1.0600764226282373,0.9973067551418329,0.7334761567294463,0.2769761892252734,0.20797564050326606,0.4805258631068444,-0.7629592378467407,-0.3925082322168842,-1.0503978834503969,-0.8440296311368944,1.1828915508498101,0.9256246685022517,-0.3152079087823934,0.12
-0.8106259796630008,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.793431391306875,-0.8487118293571292,-0.8158191823913159,-0.6726022302119347,-1.384229438639782,-0.28517421596767023,-1.0801315522911559,-0.663205116849941,-0.38028375804900244,-0.3925082322168842,-1.0503978834503969,-0.8440296311368944,0.5339910429550571,0.9256246685022517,-0.3152079087823934,0.03999999999999998
0.31070102390541565,0.42647516828119436,0.36024944112916196,-0.5310691090548089,-0.27172307921468314,-0.4466904365037522,0.5911025213733491,0.44067042669057704,-0.11360608141824496,0.2769761892252734,0.42266017263566974,0.09928220312124901,-0.635400744580828,0.15359017782399817,0.40399918594246076,-0.39388049453055074,1.1828915508498101,-1.2594565161588016,-0.3152079087823934,0.2
-1.4834221818040505,-1.1060986984833108,0.36024944112916196,0.40267877499760285,-0.532577235260779,-0.4466904365037522,0.12212862011846072,-0.11596590176067884,0.3099350376556007,-0.28517421596767023,-0.006708891629137615,-0.281961456864346,-0.1251667715171769,0.42663938284443936,-1.4139971507986113,-0.4839103218518195,0.8584412969024336,0.9256246685022517,-0.3152079087823934,0.12
